instrument_id,delta,gamma,vega,rho,cs01,dv01,theta,convexity,cross_gamma
INS-000099,3.12119415261567,0.09046098744661028,0.26225559034358803,-0.15207285066461274,0.3013333347126182,0.3058963284072715,-0.24667860459645782,0.08446887630772984,0.02461067023448899
INS-000100,4.441621533035046,0.02924681675092464,0.2279571016056002,0.38974608760431567,0.6482418430134377,0.21955281789021872,-0.18006718202310357,0.046333536965729845,0.010006634254748546
INS-000101,4.898530880523244,0.17000828285431427,0.03108580531336481,0.0849451571710613,0.57820756316915,0.4465241254812655,-0.27156488704566356,0.1425694399869688,0.032976016964110635
INS-000102,2.4761563855560973,0.12918531290852592,0.6073429997248735,0.33856263498507,0.5699041588244717,0.28265941857559523,-0.17450506498571777,0.13425705361484652,0.03263979385271807
INS-000103,9.360680137615565,0.16868987125986978,0.702448334082087,0.8034758941440463,0.473727294986042,0.36384232461949234,-0.2606804525108306,0.04964320126729977,0.0521920617741359
INS-000104,4.577614367674864,0.021323081794585717,0.7792098826376258,0.45923865148546,0.37767090577854684,0.2018127568313688,-0.23149543412168233,0.10854284414485417,0.02456380980346577
INS-000105,6.073290831609949,0.18176457668761378,0.026193278139307618,0.17334883734347029,0.9146953992364906,0.26408904321773163,-0.20608544683611477,0.1885947851866758,0.07788946929009512
INS-000106,4.208784084109068,0.2435257467283134,1.0690459196670634,0.26288759713030424,0.42356398616135127,0.5023228547028084,-0.31108654363170896,0.14070523250626246,0.03840467243704517
INS-000107,9.946879835045415,0.12531736049764533,1.4092953638819004,0.3847093651446684,1.1136439876340336,0.4388510765186534,-0.32926293922794186,0.030856588810759325,0.04719936516895463
INS-000108,6.745163343564259,0.18673236893730888,0.7183807464448193,0.35340481367505583,0.5863679863122184,0.470315039517073,-0.5347803322821166,-0.0009013552571411977,0.04582105278567773
INS-000109,4.7581622282351566,0.11096683007785667,0.46864582891647966,-0.11829117234453418,0.4771984925659489,0.3760114408610512,-0.20379941877274943,0.12294806833251877,0.03410452152747975
INS-000110,8.13212978684184,0.11786094706474684,0.21939930141435285,0.7019364935078014,0.2923482822511793,0.20243472878397314,-0.10235296246513637,0.09757489808171896,0.02890244599685994
INS-000111,5.305420015700958,0.06277927028309943,0.22521435289712657,0.04234711979227143,0.8525884940501188,0.3935842939452703,-0.020090550165184518,0.003240239753084893,0.042249339622397616
INS-000112,4.397926987392869,0.08841999885088286,0.7989324843491625,0.15289542284865035,0.6993204558081156,0.3777695689677838,-0.009987238523290054,0.09060428246852499,0.03602130289911124
INS-000113,0.7872972776494314,0.1381722993198847,-0.6608086380731187,0.5410355515596174,0.30560921214090253,0.44712981342180314,-0.13667611410405706,-0.0016500374712947001,0.030615636742920452
INS-000114,4.405810953543549,0.16873161745749085,-0.15904446027114258,0.23352819634980634,0.30650070383013933,0.27879321592673906,-0.19616742600237522,0.09869991554689717,0.027679619991940754
INS-000115,1.8798119566082385,0.07895380491394309,0.6077616946347326,0.2306200836117103,0.002942802053431093,0.15456093257137965,-0.0433443173411666,0.04186389632996186,0.014658332667860197
INS-000116,3.546747611185233,0.10680068641959815,0.21720262373278898,-0.15989937621405245,0.3079168627093409,0.38830449170548204,-0.3649885706273023,0.04319833508187925,0.050297532010547
INS-000117,9.44061845767692,0.054269915786235697,0.33579070250398985,0.44513576313692593,1.0535420461055705,0.4535733394161704,-0.26794915745760556,0.11114653593828863,0.03745945105467578
INS-000118,2.728585666951565,0.05202043492534131,0.20658281518153596,0.29197228260934305,0.4870036470550009,0.5685313973142816,-0.11862518166377392,0.18134497627556176,0.04729668381840862
INS-000119,2.5826552643722964,0.17648971813317943,1.883604396394043,0.035831504789815505,1.0527412859887606,0.49397896214955433,-0.2922259885560043,0.1950517400640559,0.04841058615879926
INS-000120,6.493451611085771,0.03421168281267437,,1.2740431590375372,1.3561551364590618,0.5736899187775948,0.10047609087187279,0.20870590439773873,0.04393074848448499
INS-000121,7.339684905832234,0.2310604708433051,1.6115175206720265,0.8039929011190756,0.6738130412345437,0.5290182321116975,-0.10865116489715113,0.23880536831046378,0.02553653701729649
INS-000122,2.8981731055387745,0.3002952998144341,1.9795348891223072,0.9625795522915482,0.47321294101917954,0.48376148898565957,0.17569227055958142,0.20258473438968425,0.02488763454765817
INS-000123,3.5498582535073315,0.23436050426770666,-0.5365067325525668,0.7341919938937129,0.5089335685286661,0.6092752037780776,-0.3085816093488149,0.07650829823698463,0.02491875636470172
INS-000124,5.800951435663872,0.1907762935165465,1.2384114976300862,1.039082547776066,1.0311611086189245,0.7337218735584992,-0.26649760139961903,0.20640404565222223,0.07408159159360952
INS-000125,9.314671230530683,0.20195379558647017,0.870566964660841,1.2526557369610447,0.7974157227068887,0.5575706452139151,-0.4562479984262911,0.17818765841497922,0.05874481818002675
INS-000126,5.239653161921148,0.3313961814699634,0.3860434043454564,0.5341318407022111,0.9970990496026498,0.1628557409144208,-0.7556858284420573,0.3049309184298077,0.03309212492627678
INS-000127,10.352473470756184,0.2790603679945242,1.0365519616996806,0.6963627223995442,1.008559718101669,0.6321696233574795,-0.5817051609497652,0.12489187659465699,0.031400718298278014
INS-000128,-0.006280934323208276,0.14798611681927357,0.661796060896383,0.19194551958552405,0.35585686219887686,0.42579596184793495,-0.24086633932069274,0.14078768170948178,0.016006560147771513
INS-000129,6.747291986082019,0.16326691500748203,1.007526494468505,0.5556727305594683,0.5577434064741129,0.5187456819030455,-0.35954255090986387,0.16988451764672324,0.0177962747548896
INS-000130,3.7340113947670086,0.1151212568681522,-0.3076738177166775,-0.011330233172896458,0.6192162166293118,0.4116041030505732,-0.35010204106008697,0.05122375974070777,0.019581888395841667
INS-000131,8.424889693464925,0.15280862074691648,1.0900849560738832,-0.33078277161926095,0.7330606991048534,0.3435709939171956,-0.4920428314825417,0.16695440003410675,0.0433260555612672
INS-000132,8.316182547453858,0.015183188360315018,0.8903739898689257,0.44145590005900853,0.5019509396418221,0.285119067946586,-0.21808390166173502,0.03753135657359118,0.03006165776176518
INS-000133,5.216660251005927,0.06034341041703336,0.6927849341460173,0.41744190463057046,0.8246580369656122,0.30350820156998803,-0.10295883438575809,0.12071383820707166,0.03209065746375897
INS-000134,1.347832737540038,0.04108989497839658,0.0456283946345517,0.026681824690108217,0.2470243346221761,0.06710839121634807,-0.03715974112261803,0.030261090898548906,0.01143651456391725
INS-000135,12.512512066867693,0.035202719548284564,1.23050183693388,1.0446315563030544,0.6957236026685654,0.8015750107012096,-0.3012116773015422,0.2482126410359224,0.032621249933851966
INS-000136,2.103548992931929,0.2126789705553258,0.9964938967140059,0.8544577342476019,0.5194722762842383,0.32759031039341013,-0.2378145820092798,0.18605957239614254,0.021828821845052374
INS-000137,8.629672133845277,0.39373345091866996,1.6829568995886157,1.1429144708436398,0.7894446957460325,0.5764488210152838,-0.193718130167968,0.12076117146593697,0.04550985904362544
INS-000138,11.733165604829756,0.28905273422531075,0.3422119145315636,0.8251177276227161,0.8029594444320757,0.6801821569325048,-0.06301530187868085,0.23756273127188798,0.0971408803161557
INS-000139,5.940552904411481,0.18413707564145032,0.7336107882556517,0.5339169890610918,0.3255508001204121,0.27230196416603675,-0.4269301628702551,0.16306887647477425,0.05047941537642743
INS-000140,11.071356777487344,0.32902730616041825,0.9208750117154475,0.5061352793938088,0.932539661028919,0.7873244844001572,-0.11207704525242136,0.1594306558238422,0.03488281206799772
INS-000141,3.5733155595117347,0.032323621756441705,0.28103501919223595,-0.09492481634614293,0.14877486277015708,0.27925896149905566,-0.088328815779286,0.025712351393631337,0.025695600693396208
INS-000142,6.758859204825569,0.4551492917835223,0.8841112880183775,0.9844189414702221,0.6271285881178995,0.5840096057152049,-0.47147002161994406,0.33708901047014594,0.041752494363668353
INS-000143,3.146622707010513,0.14331042060252278,1.4324178797816374,0.2653688491187781,0.663858022297626,0.43313369698867826,-0.514241761914776,0.10255430923134849,0.06631921527388293
INS-000144,8.917415415377793,0.16392550238783402,1.8424792132158023,-0.30959967757655416,0.6813649144877392,0.7055110025122353,-0.04373651776814801,0.08692519873185431,0.043695708279988636
INS-000145,15.392270921623314,0.16787755333450483,,0.5390711784865571,0.6699686146443377,0.6400991301470385,-0.18303239448354527,0.11579339821649126,0.05604200687687095
INS-000146,2.2576732285955936,0.0584508199620723,0.47974373076201793,0.310840269395666,0.39870893260732443,0.4094607349238569,-0.0016022100681736635,0.025099068881509798,0.028786408936293275
INS-000147,6.0830933403891025,0.026063829302941908,0.6555709335467235,0.3735904361022616,0.31013680598149496,0.4779099628933614,-0.22174699543112264,0.14150512705967744,0.025551323333402542
INS-000148,3.8207202385996384,0.172786614568306,0.9128107424540515,0.5806567736754322,1.159093010649244,0.495902761875423,-0.545588369439221,0.006372781537457515,0.08356586034105852
INS-000149,1.711777719074007,0.05931436450715169,-0.09688300539170339,0.048524024952603204,0.18677049068019375,0.14154062623316063,-0.06275019081132417,-0.006909889182014103,0.014338335899470919
INS-000150,5.303061351119733,0.10890634590993027,0.16962684706492337,0.5486263759797518,0.4359232033580657,0.5299153516553152,-0.2834212332629909,0.24262620128058152,0.05249929585892249
INS-000151,3.273631870568134,0.1190601225967957,0.7685955766261326,0.2788424750952125,0.8876651456495684,0.7487089136630743,-0.24032170275955025,0.12097614538656884,0.043003254335945124
INS-000152,9.238808381849575,0.2840987628599208,1.8429835945127104,0.826583065596103,0.575509576685856,1.013190357454266,-0.24175995565460282,0.18034165594786733,0.07829791724975732
INS-000153,3.957594894675019,0.021731505464146768,0.543123131218224,-0.042540051850846146,0.31926915913159315,0.04901475686033201,-0.14424816443280694,0.03096336441040276,0.025346753339510322
INS-000154,11.137355505572968,0.19421765924256215,0.7475077895214892,0.386464789393525,0.9413849824390311,0.3195722530472307,-0.24621382771746086,0.09422977509974235,0.08138753651162009
INS-000155,3.5985810250841412,0.201855957048714,1.5395360168999759,0.39156907269865815,0.667978724013311,0.5063289704557725,-0.2592570448975152,0.09648845546460914,0.04083087585247152
INS-000156,8.098748944866694,0.0755124746423453,0.3630856515326748,0.5320404659434641,0.5912125014275771,0.5932015914005048,-0.03975857178911195,0.13662196124163364,0.03175784240063617
INS-000157,3.7694574371494802,0.16863065077403852,0.6983560754099187,0.3626341527596821,0.30106071312902893,0.14458283314880752,-0.08475459744238788,0.017721444369359914,0.01880468940298166
INS-000158,6.704610235129475,0.02811146537656085,0.18075530589706845,-0.028883545582820885,0.5286158529338918,0.20242623703044357,-0.08151974105020877,0.15544215849204018,0.02932908321456551
INS-000159,2.680654341182507,-0.005727983304122986,0.8402565886499961,0.2122607062445829,0.6226832776047492,0.5078778799110576,-0.3836068444608634,0.06811487122548504,0.02242825179869596
INS-000160,8.630609901469807,0.11663417143496588,0.26992529810056015,-0.052322071169106435,0.34343241038234756,0.2933826861004885,-0.23727793301787764,0.035362071196883886,0.0258434197565804
