instrument_id,desk,book,asset_class,pnl,pnl_delta,pnl_gamma,pnl_vega,pnl_rho,pnl_cs01,pnl_theta,pnl_convexity,pnl_cross_gamma,pnl_funding,pnl_liquidity,position_count,pct_total,rank
INS-003365,EM Rates,BOOK-096,Rates,-612.3815420080712,-0.08475996047882509,8.637413547717086e-06,0.0,0.009169517950811489,0.0,-0.012644604520930754,1.0524475756095602e-06,0.0,-355.9844864249322,-256.30883022595117,1,0.05469306938708364,15
INS-001166,Prime Finance,BOOK-034,Rates,-608.131174550434,-0.021376973982265925,5.3353845785654194e-06,0.0,0.0077327829493194335,0.0,-0.010520278662423421,4.9169016804875204e-06,0.0,-353.550593216875,-254.55642711614993,1,0.05431346022786753,16
INS-002565,Cross-Asset Vol,BOOK-031,Equities,-607.1769857380053,2.5206778545773716,0.0026884574400709606,0.7893510797205046,0.0,0.0,-0.020612827042060904,0.0,-0.0006729938488964995,-354.92349843537926,-255.54491887347305,1,0.054228239640134894,17
INS-003321,XVA,BOOK-044,Rates,-604.0261920009164,-0.07366214078417667,6.914540339905859e-06,0.0,0.003662790784849237,0.0,-0.0025605872896403304,4.0567266399385305e-06,0.0,-351.13583897377583,-252.81780406111858,1,0.05394683569722389,18
INS-000230,EM Rates,BOOK-089,FX,-601.5458069378205,0.9782962292474863,0.00015402456682431925,0.6815432926632568,0.0,0.0,-0.011698972859814132,0.0,-0.0005635847454742485,-350.6939173992401,-252.4996205274528,1,0.053725307347565046,19
INS-002652,HY Credit,BOOK-063,Volatility,-598.9951239792489,0.0,0.0,0.22014527621604632,0.0,0.0,-0.007729538577429025,0.0,0.0,-348.3764765795858,-250.8310631373017,1,0.05349750054662823,20
INS-002570,XVA,BOOK-045,Volatility,-598.2894023673,0.0,0.0,0.3392653421683104,0.0,0.0,-0.00550940727337789,0.0,0.0,-348.0367199431366,-250.58643835905832,1,0.053434471081429596,21
INS-000950,Rates Exotics,BOOK-081,FX,-595.7413491987054,0.4251772612208875,0.0008367148775956663,0.6545853740131673,0.0,0.0,-0.0208055850652835,0.0,-0.0005660850635017593,-346.97707958063273,-249.82349729805549,1,0.05320689915250609,22
INS-000309,Securitized Products,BOOK-013,FX,-590.5883271164485,1.0472900547656945,0.0005492708477331346,0.4552278342738894,0.0,0.0,-0.010205410573792824,0.0,-0.0007744237666582579,-344.23279909418335,-247.84761534781197,1,0.0527466720310715,23
INS-000505,Securitized Products,BOOK-062,FX,-589.8260375429968,0.7469589709576473,0.0006123349293466727,0.05179409710493578,0.0,0.0,-0.017421373146042102,0.0,-0.0005288117876800182,-343.3764260238692,-247.23102673718574,1,0.05267859036355891,24
INS-001253,Rates Macro,BOOK-055,Rates,-589.1002840208782,0.038280882374394434,6.889550841632743e-06,0.0,0.0016021191671012397,0.0,-0.02337185359449564,2.8237727358089273e-06,0.0,-342.50977028031906,-246.6070346018297,1,0.05261377180679283,25
INS-001701,Structured Solutions,BOOK-054,FX,-588.1361055188323,0.1047140254564462,0.00036205509341530545,0.3703005260709131,0.0,0.0,-0.003185284437568937,0.0,-0.0008468342368093809,-342.2136337248714,-246.39381628190736,1,0.05252765901910003,26
INS-003131,Cash Equities,BOOK-040,Equities,-584.6090281127013,1.379941631162995,0.0026419252357381988,1.1315446397629105,0.0,0.0,-0.011669266318946594,0.0,-0.002772534947803899,-341.3422758765094,-245.76643863108671,1,0.05221264839896511,27
INS-002205,FX Options,BOOK-011,Equities,-582.7269905651659,-1.8248914295168228,0.0007892979865373789,0.3994826557547007,0.0,0.0,-0.012945509937377774,0.0,-0.0019105209127084346,-337.95785759217455,-243.32965746636566,1,0.05204455971059786,28
INS-002867,Cash Equities,BOOK-004,FX,-581.8633417140182,-0.7620802159316123,0.0002855081834564138,0.5274522421456439,0.0,0.0,-0.017587762941097842,0.0,-0.00045394125828413163,-338.145905548963,-243.46505199525333,1,0.051967425435147624,29
INS-000142,Securitized Products,BOOK-009,FX,-579.5999545895477,0.3811996591521621,0.0007239058455958566,0.2493193832211824,0.0,0.0,-0.012916986893697097,0.0,-0.00029716911987898436,-337.3360368498564,-242.88194653189657,1,0.051765277622784475,30
INS-002348,Cash Equities,BOOK-079,Commodities,-577.2117610154883,-1.244091022368569,0.0012665580004844643,0.0,0.0,0.0,-0.005466288337910874,0.0,0.0,-334.86248271091995,-241.10098755186232,1,0.05155198308678735,31
INS-003243,Structured Solutions,BOOK-038,Volatility,-576.0233973739863,0.0,0.0,-0.06507706492217351,0.0,0.0,-0.005653081229519968,0.0,0.0,-334.8562018766481,-241.09646535118657,1,0.0514458478579419,32
INS-002438,Volatility Trading,BOOK-096,Commodities,-576.0076830996577,-0.6309669472784832,0.0013333253054500177,0.0,0.0,0.0,-0.02031913186819538,0.0,0.0,-334.510308340591,-240.84742200522544,1,0.051444444383412925,33
INS-002712,XVA,BOOK-011,Rates,-575.3093444070041,0.07194288876262697,6.999954066533687e-06,0.0,0.0031878223489282187,0.0,-0.01074079467170556,2.6376837740065768e-06,0.0,-334.5196185820243,-240.85412537905748,1,0.05138207430209444,34
INS-002903,Cash Equities,BOOK-030,Volatility,-573.4094784762135,0.0,0.0,0.22372885811918944,0.0,0.0,-0.013642285001445487,0.0,0.0,-333.4997471217042,-240.11981792762703,1,0.051212393323732223,35
INS-000083,Prime Finance,BOOK-064,Rates,-572.6872854118602,0.06950423881689832,3.809890393368831e-06,0.0,0.0018869193617507309,0.0,-0.019608891189626807,2.1771189593515332e-06,0.0,-332.98783352666203,-239.7512401391966,1,0.05114789275885559,36
INS-003284,Structured Solutions,BOOK-033,Rates,-570.2476949629881,-0.059775939129611856,2.6768022312542967e-06,0.0,0.003509136322304383,0.0,-0.007382264388799428,2.4441137109749824e-06,0.0,-331.50235524227213,-238.6816957744359,1,0.050930007861053644,37
INS-001895,Volatility Trading,BOOK-061,Rates,-568.558816721023,0.07667004333186074,6.867895799651451e-06,0.0,0.0023500299352246256,0.0,-0.0165367414500459,9.228932738866032e-06,0.0,-330.5937884591097,-238.02752769055897,1,0.05077917063207505,38
INS-001858,Equity Derivatives,BOOK-038,Credit,-567.6532207627595,0.0,0.0,0.0,0.0,0.006198209467305553,-0.014665440483230466,0.0,0.0,-330.0260194951998,-237.6187340365438,1,0.05069828997323031,39
INS-001093,FX Options,BOOK-067,Volatility,-566.3168348361316,0.0,0.0,0.175338373379316,0.0,0.0,-0.008822011352260796,0.0,0.0,-329.35078558032484,-237.13256561783385,1,0.05057893456618571,40
INS-003292,Municipal,BOOK-013,Equities,-564.43408483506,-1.0316202233705638,-0.0004961059752572581,0.916536054767773,0.0,0.0,-0.01609778775996409,0.0,-0.0012917086050752442,-328.08204364192846,-236.21907142218845,1,0.050410782247111104,41
INS-002828,Cross-Asset Vol,BOOK-085,Volatility,-564.2376586086194,0.0,0.0,0.3608051017255131,0.0,0.0,-0.01841281422609346,0.0,0.0,-328.2442156372784,-236.33583525884043,1,0.050393239012223694,42
INS-001505,G10 FX,BOOK-060,Credit,-563.8910831341085,0.0,0.0,0.0,0.0,0.012751429604719,-0.005121339750250858,0.0,0.0,-327.8480890836994,-236.05062414026352,1,0.050362285635652065,43
INS-000032,Securitized Products,BOOK-005,FX,-562.3425513548815,0.6934850827565895,0.0003509603452831077,0.21811097046567302,0.0,0.0,-0.0071954668680740495,0.0,-0.000743339879267156,-327.4689299777336,-235.77762958396812,1,0.050223983041208016,44
INS-001506,EM FX,BOOK-057,FX,-562.0542782267407,0.6975337906267107,5.712953754361652e-05,0.31635037286679724,0.0,0.0,0.011826232884558485,0.0,-0.0005674915525261189,-327.37178968668826,-235.70768857441553,1,0.0501982367684707,45
INS-001338,Structured Solutions,BOOK-087,FX,-558.7107922026124,-1.284962375772339,0.0003571519917548518,0.1450761847434974,0.0,0.0,0.0002681721996565731,0.0,-0.00040403559861111664,-324.1692600582421,-233.40186724193427,1,0.04989962307656753,46
INS-001784,Securitized Products,BOOK-016,Volatility,-557.8770881219125,0.0,0.0,-0.16889486691833427,0.0,0.0,-0.0060410915362022885,0.0,0.0,-324.24543730433606,-233.45671485912192,1,0.04982516323085679,47
INS-001721,Prime Finance,BOOK-062,Rates,-557.0135910086377,0.002594406115691246,4.247562163673907e-06,0.0,0.00023869391521590916,0.0,-0.01853435192269773,3.837634550740415e-06,0.0,-323.83598711740854,-233.1619107245341,1,0.049748042507431624,48
INS-002498,EM Credit,BOOK-038,Volatility,-555.6531526538479,0.0,0.0,0.13771918578282277,0.0,0.0,-0.002526474564895218,0.0,0.0,-323.13275893317785,-232.655586431888,1,0.049626538927994235,49
INS-002372,IG Credit,BOOK-039,Commodities,-554.9556731824064,0.3170393155554535,-0.00022898780071533073,0.0,0.0,0.0,-0.019654572851372527,0.0,0.0,-322.82141217285454,-232.43141676445524,1,0.049564245585509537,50
INS-000450,Municipal,BOOK-069,FX,-554.0540960459689,0.6156263420177596,0.00046863479379654054,0.25123904493055016,0.0,0.0,-0.01214272098304559,0.0,-0.0005458689638276259,-322.62136132428145,-232.28738015348262,1,0.049483723856002,51
INS-000959,XVA,BOOK-032,Volatility,-553.4066776792087,0.0,0.0,0.2521214815206119,0.0,0.0,-0.010233610285907836,0.0,0.0,-321.8887009014206,-231.75986464902277,1,0.04942590157491302,52
INS-000843,EM Credit,BOOK-059,Volatility,-552.8626551727396,0.0,0.0,0.0009377819041570593,0.0,0.0,-0.018124910153520066,0.0,0.0,-321.4217837467967,-231.42368429769357,1,0.049377313793189756,53
INS-003217,Structured Solutions,BOOK-060,Rates,-552.7582847347887,-0.06340247388985526,6.255579086904655e-07,0.0,0.003203825343494169,0.0,-0.011326818305395775,3.2678117704715454e-06,0.0,-321.329513465876,-231.35724969543065,1,0.04936799225226595,54
INS-002196,EM FX,BOOK-073,Commodities,-552.6192549226362,-0.9557082438397715,0.0009391708010727591,0.0,0.0,0.0,-0.01691539454971902,0.0,0.0,-320.7253316599115,-230.92223879513622,1,0.0493555752105341,55
INS-000087,Commodities,BOOK-040,Rates,-552.4673504639811,-0.10508024244860732,4.781502602900002e-06,0.0,0.0029406773875094725,0.0,-0.011462352029202748,2.24876647268735e-06,0.0,-321.13590440532556,-231.21785117183433,1,0.04934200830734139,56
INS-001248,HY Credit,BOOK-016,Equities,-550.7667708653537,1.1063435590909412,0.0016276366659006302,0.6569064965471163,0.0,0.0,-0.01286274154236965,0.0,-0.00299832991107512,-321.2301090036071,-231.28567848259706,1,0.04919012600585823,57
INS-001005,Cross-Asset Vol,BOOK-030,Rates,-550.6120794946117,0.03105572429969855,5.834422177571688e-06,0.0,0.004326674949057053,0.0,-0.011240652232003647,4.63321565739183e-06,0.0,-320.1373440170153,-230.49888769225097,1,0.04917631019774973,58
INS-001026,Cross-Asset Vol,BOOK-075,Rates,-550.2411665096772,-0.028968292369292683,2.3376725395927546e-06,0.0,0.00623759305482995,0.0,-0.010887545741801037,4.23395274337956e-06,0.0,-319.88811327688734,-230.31944155935884,1,0.04914318318749552,59
INS-002074,FX Options,BOOK-051,Equities,-550.1860977662018,-1.0321853465817081,0.0016442977642094124,0.18079005096933437,0.0,0.0,-0.010902811940097835,0.0,-0.0020119424520771575,-319.37408838021014,-229.94934363375128,1,0.049138264883462235,60
INS-002389,Commodities,BOOK-086,Volatility,-547.5555851745878,0.0,0.0,0.0,0.0,0.0,-0.005769894226261419,0.0,0.0,-318.3429158606753,-229.20689941968618,1,0.04890332833193756,61
INS-003207,EM Credit,BOOK-047,Volatility,-546.5945939498444,0.0,0.0,0.349144925485171,0.0,0.0,-0.014479973600519315,0.0,0.0,-317.98212726844713,-228.94713163328188,1,0.048817500206610784,62
INS-001532,Volatility Trading,BOOK-006,Rates,-546.4352644192045,0.05938026146489904,5.110076456399031e-06,0.0,0.0034618231309093608,0.0,-0.011306417539675359,6.044377335667921e-06,0.0,-317.72489025622934,-228.76192098448507,1,0.04880327015479354,63
INS-002626,Volatility Trading,BOOK-012,Credit,-546.227520446158,0.0,0.0,0.0,0.0,0.009061805509353869,-0.011049739690070566,0.0,0.0,-317.5729840185915,-228.65254849338584,1,0.048784716108413693,64
INS-001004,IG Credit,BOOK-039,Volatility,-544.836434384961,0.0,0.0,0.1416843295927482,0.0,0.0,-0.020719914448315238,0.0,0.0,-316.83569697680554,-228.12170182329993,1,0.04866047531856401,65
INS-003054,Commodities,BOOK-040,Equities,-544.4984348616372,-1.1748844076407308,0.0025508195985475576,0.39655397846905727,0.0,0.0,-0.006309916566172327,0.0,-0.0026051175672001056,-316.11263966158765,-227.60110055634308,1,0.048630287878032516,66
INS-001665,IG Credit,BOOK-012,Credit,-543.3137382058129,0.0,0.0,0.0,0.0,0.01200518222702406,-0.02071237731687821,0.0,0.0,-315.87501802949015,-227.4300129812329,1,0.04852448015530597,67
INS-001136,Prime Finance,BOOK-021,Rates,-543.026860991695,0.07961929918833763,6.231474230656323e-06,0.0,0.0017733253067297834,0.0,-0.016153079039330102,2.7859290963141056e-06,0.0,-315.7512264852059,-227.3408830693482,1,0.04849885855455382,68
INS-001073,FX Options,BOOK-082,Commodities,-542.9945058698926,-1.3063337419521581,0.0008377456796764691,0.0,0.0,0.0,-0.020838325697371995,0.0,0.0,-314.9233555511179,-226.74481599680482,1,0.04849596885132082,69
INS-002038,Securitized Products,BOOK-004,Rates,-542.6125507853111,-0.01168469177472155,2.850910035500934e-06,0.0,-0.0004130284109725241,0.0,-0.0042533071561694944,3.0060640753073494e-06,0.0,-315.46291024124616,-227.13329537369717,1,0.04846185564817746,70
INS-002588,XVA,BOOK-052,FX,-542.5379563885101,-1.0231081090754786,0.0005005829993137297,0.28957378087973795,0.0,0.0,-0.008140327763451716,0.0,-0.0006351078146554548,-314.9977600044975,-226.79838720323815,1,0.048455193467428596,71
INS-001711,Equity Derivatives,BOOK-089,Equities,-542.0388390234305,-1.7899525443419473,0.005595170702250883,0.3411068174513534,0.0,0.0,-0.014815462735444826,0.0,-0.0013454813630512318,-314.290364839037,-226.28906268410663,1,0.04841061625729407,72
INS-001170,Structured Solutions,BOOK-055,Volatility,-541.565848612334,0.0,0.0,0.29167563734279073,0.0,0.0,-0.004482209788954785,0.0,0.0,-315.03083839528364,-226.82220364460417,1,0.04836837249976882,73
INS-001651,EM Credit,BOOK-013,FX,-541.0780956762717,0.5475755974745695,2.164068335905638e-06,0.6192359478485505,0.0,0.0,-0.019302936614346556,0.0,-0.00023204369336852864,-315.2473107007881,-226.97806370456738,1,0.048324810270430014,74
INS-000217,EM Rates,BOOK-066,Rates,-539.4443782025697,0.02923101642196181,4.8142160994237075e-06,0.0,0.003473234028895484,0.0,-0.013544045192700553,2.7356159774108185e-06,0.0,-313.6415964870116,-225.82194947064835,1,0.04817889956440992,75
INS-002599,Structured Solutions,BOOK-095,Volatility,-539.378200989191,0.0,0.0,0.078305909111143,0.0,0.0,-0.009622047055654464,0.0,0.0,-313.63190979723635,-225.81497505401015,1,0.04817298913982185,76
INS-002932,Rates Macro,BOOK-084,Commodities,-539.2858266907826,0.6056220748424274,0.0005652766261428277,0.0,0.0,0.0,-0.00604542275239418,0.0,0.0,-313.88719105784816,-225.99877756165068,1,0.04816473899907485,77
INS-001671,FX Options,BOOK-069,Commodities,-539.2209149033857,-0.7802395960075581,-0.00015442505119887237,0.0,0.0,0.0,-0.005954551171363087,0.0,0.0,-313.04335251811375,-225.39121381304187,1,0.048158941592313535,78
INS-001492,Cash Equities,BOOK-038,Equities,-538.917101730366,-0.6335398380093916,0.0023304565140232973,0.8828558410926438,0.0,0.0,-0.011654768530492505,0.0,-0.000909314784672188,-313.4628977364233,-225.69328637022474,1,0.04813180740584183,79
INS-001623,EM Credit,BOOK-088,Volatility,-538.3734477849848,0.0,0.0,0.18951964480867395,0.0,0.0,-0.008634415397313099,0.0,0.0,-313.1129843106955,-225.44134870370073,1,0.048083252541075996,80
INS-003431,Structured Solutions,BOOK-094,FX,-537.9005160459295,-0.556483177061745,0.00044529026541370435,0.09587254572167002,0.0,0.0,-0.006585823848319048,0.0,-0.0007088537206774921,-312.46107908563135,-224.97197694165453,1,0.0480410140236728,81
INS-003095,Municipal,BOOK-098,Volatility,-536.0643692389323,0.0,0.0,0.443468293692742,0.0,0.0,-0.0086846350507445,0.0,0.0,-311.9181121497525,-224.58104074782176,1,0.0478770239328045,82
INS-002230,IG Credit,BOOK-087,Volatility,-535.7303507521199,0.0,0.0,0.16515720312489188,0.0,0.0,-0.01284397348819484,0.0,0.0,-311.55968836148645,-224.32297562027017,1,0.04784719204692516,83
INS-003394,Commodities,BOOK-073,FX,-535.599746845482,-0.9649131362376597,0.00019102993435394852,0.055988912461908145,0.0,0.0,-0.022109543679797727,0.0,-0.0003579833035267438,-310.85380588642863,-223.81474023822858,1,0.04783552754034231,84
INS-000763,Volatility Trading,BOOK-073,Volatility,-534.7981730693143,0.0,0.0,0.17702918955158312,0.0,0.0,-0.01341304951199229,0.0,0.0,-311.02429605195,-223.93749315740394,1,0.04776393731896652,85
INS-000507,EM FX,BOOK-047,Credit,-534.5823720013592,0.0,0.0,0.0,0.0,0.013506454219723091,-0.009574066677305489,0.0,0.0,-310.80599092378003,-223.78031346512157,1,0.04774466367668009,86
INS-001926,IG Credit,BOOK-039,Rates,-534.3987024439928,-0.07044090962750114,2.4566146096410463e-06,0.0,0.0017246737261813346,0.0,-0.002321174301589709,3.7991230988819823e-06,0.0,-310.6556228427486,-223.67204844677894,1,0.047728259766444,87
INS-002552,Rates Exotics,BOOK-100,FX,-534.2444637450033,0.8222742383121797,0.00047932395611713173,0.4325633891473888,0.0,0.0,-0.013908683996615913,0.0,-5.062981554437963e-05,-311.32896592012025,-224.15685546248656,1,0.04771448438739136,88
INS-000152,HY Credit,BOOK-015,FX,-534.1998517119343,-0.521068792736316,0.00045185340035344684,0.5197213736525843,0.0,0.0,-0.006623560428893227,0.0,-0.0005572774396375882,-310.57661355138515,-223.61516175699728,1,0.04771049999391644,89
INS-002406,IG Credit,BOOK-050,Commodities,-534.1636783407249,0.575488663794062,0.0007998319892412747,0.0,0.0,0.0,0.0020966545117693134,0.0,0.0,-310.8965485412907,-223.84551494972928,1,0.047707269274886215,90
INS-003069,Cash Equities,BOOK-058,Rates,-533.4298215798369,-0.05011344999528545,6.021213867591407e-06,0.0,-0.0008622744026702073,0.0,-0.022783641311676546,2.8192509217387855e-06,0.0,-310.090738985228,-223.2653320693641,1,0.047641727001009354,91
INS-000120,Volatility Trading,BOOK-029,Rates,-532.6682381724352,0.03662306708652375,5.441299727990234e-07,0.0,0.007185603416971709,0.0,0.0027527696129280212,3.319425668265155e-06,0.0,-309.7179089977368,-222.99689447837045,1,0.04757370840265564,92
INS-000227,Rates Macro,BOOK-080,Commodities,-532.0533957441851,1.6511825775169424,0.0009488741665235408,0.0,0.0,0.0,-0.007208808436699242,0.0,0.0,-310.28971999269294,-223.4085983947389,1,0.04751879554639917,93
INS-002789,FX Options,BOOK-074,Rates,-531.5892197406603,0.04412520341945026,3.184239098565359e-06,0.0,0.004440898857052166,0.0,0.0004990115424261857,9.66722478045875e-07,0.0,-309.0920284915353,-222.54626051390542,1,0.047477339021949796,94
INS-002028,G10 FX,BOOK-071,Volatility,-530.2367484944873,0.0,0.0,0.16800650018853402,0.0,0.0,-0.019707129515825175,0.0,0.0,-308.3633999216047,-222.0216479435553,1,0.04735654700155608,95
INS-001553,Volatility Trading,BOOK-079,Credit,-529.2537753068233,0.0,0.0,0.0,0.0,0.010760806638123998,-0.006488098766996912,0.0,0.0,-307.7081674504037,-221.54988056429065,1,0.0472687556213942,96
INS-000025,G10 FX,BOOK-041,Commodities,-525.3218879147831,0.07519556941081544,0.0006515442223130189,0.0,0.0,0.0,-0.008583305902035227,0.0,0.0,-305.45880914099666,-219.93034258151758,1,0.0469175905793358,97
INS-002138,Structured Solutions,BOOK-049,Rates,-525.2971703801502,-0.08981971090297908,2.5865496917635008e-06,0.0,0.005841340717411561,0.0,-0.015831417206788146,3.953834255656402e-06,0.0,-305.3473064727569,-219.8500606603849,1,0.04691538300490055,98
INS-001985,Equity Derivatives,BOOK-043,Credit,-524.9915090499729,0.0,0.0,0.0,0.0,0.01100266922966317,-0.024043957217922605,0.0,0.0,-305.2200393965027,-219.75842836548193,1,0.04688808375566858,99
INS-002257,Volatility Trading,BOOK-026,Commodities,-524.7347721802018,-0.7583747207782843,0.0016141875391308743,0.0,0.0,0.0,-0.008832411899100358,0.0,0.0,-304.63324374131605,-219.3359354937475,1,0.04686515405176769,100
INS-003094,Equity Derivatives,BOOK-078,FX,-524.1139115383655,1.0322348744005143,5.233728256817062e-05,-0.04349484632271533,0.0,0.0,-0.017298048727396105,0.0,-0.0006135333918510618,-305.2818560009341,-219.80293632067256,1,0.04680970369633681,101
INS-002958,Municipal,BOOK-076,Equities,-524.0123240352804,0.7500314440999667,0.003559793203901703,0.45336165497412123,0.0,0.0,-0.006076899398206831,0.0,-0.0013459562092919793,-305.3557291115993,-219.85612496035148,1,0.0468006307051149,102
INS-002803,FX Options,BOOK-059,Volatility,-523.3960573308582,0.0,0.0,0.13680818292158234,0.0,0.0,-0.002650854736760572,0.0,0.0,-304.3780317785134,-219.1521828805296,1,0.04674559064379073,103
INS-002671,FX Options,BOOK-075,Commodities,-522.3788415615595,-0.8721310709986044,0.0006124968996825438,0.0,0.0,0.0,-0.0157697129775231,0.0,0.0,-303.19276353167623,-218.29878974280683,1,0.04665474098743196,104
INS-000442,FX Options,BOOK-064,FX,-521.8503265738777,0.5951769506566242,0.00035650123033236934,0.26366763030320456,0.0,0.0,0.008954014409397549,0.0,-0.0005731748472224779,-303.9057607532733,-218.81214774235673,1,0.04660753821447018,105
INS-000125,Rates Exotics,BOOK-098,Volatility,-521.3565156894565,0.0,0.0,0.12274994201717858,0.0,0.0,-0.01249994516236414,0.0,0.0,-303.1783521432042,-218.28841354310703,1,0.04656343493716175,106
INS-000782,G10 FX,BOOK-040,Credit,-521.1401241487151,0.0,0.0,0.0,0.0,0.005320030465584905,-0.00590019834827365,0.0,0.0,-302.98810696560025,-218.15143701523218,1,0.04654410855852248,107
INS-003426,XVA,BOOK-058,Volatility,-521.0135218039043,0.0,0.0,0.23995501132761474,0.0,0.0,-0.009421731672160026,0.0,0.0,-303.0488692346277,-218.19518584893194,1,0.046532801439750415,108
INS-003093,EM Rates,BOOK-051,Commodities,-520.0724788554022,0.06157535144590866,0.001373315740583484,0.0,0.0,0.0,-0.01684670625928995,0.0,0.0,-302.3945237304241,-217.72405708590532,1,0.04644875493647097,109
INS-002639,Cross-Asset Vol,BOOK-076,Rates,-520.0722669927623,0.037834732758357276,5.925580274560201e-06,0.0,0.003507452627801164,0.0,0.002324003754517107,2.3669048556661203e-06,0.0,-302.39298922929544,-217.72295224509267,1,0.046448736014577885,110
INS-000412,G10 FX,BOOK-054,FX,-518.9604645897974,0.5198370027799766,0.00021573055084372477,0.5868653633186672,0.0,0.0,-0.009229719572094326,0.0,-0.0004976572985335361,-302.35910192417225,-217.69855338540398,1,0.04634943862920816,111
INS-002677,Municipal,BOOK-086,Volatility,-518.6518397196965,0.0,0.0,0.11543165634987212,0.0,0.0,-0.000427036758761236,0.0,0.0,-301.6086304298184,-217.1582139094692,1,0.04632187470006088,112
INS-001723,Securitized Products,BOOK-052,Credit,-518.520049279172,0.0,0.0,0.0,0.0,0.00673816842831164,-0.015375382309564494,0.0,0.0,-301.4601232937737,-217.05128877151705,1,0.046310104221668404,113
INS-001353,IG Credit,BOOK-051,Equities,-517.9212910931183,1.6459061753270563,0.0025369730128191803,0.3352817163528175,0.0,0.0,0.011320469358137263,0.0,-0.0007878802261278385,-302.27648171333897,-217.63906683360403,1,0.04625662788254078,114
INS-002914,EM Credit,BOOK-017,FX,-517.8935416636983,-0.719979067820053,0.0005962973474428545,0.3811047913006952,0.0,0.0,-0.022839850501296378,0.0,-2.38740647968095e-05,-300.8909302092793,-216.64146975068107,1,0.04625414952327518,115
INS-001780,EM Rates,BOOK-045,Commodities,-517.3874426585851,-0.8773738103668831,0.0009097250694244689,0.0,0.0,0.0,-0.005492475773731199,0.0,0.0,-300.2938872659965,-216.21159883151745,1,0.04620894876834611,116
INS-002059,XVA,BOOK-043,Equities,-516.9873868811997,-2.4236900289245855,0.001589021228066806,0.8643470340720603,0.0,0.0,-0.011559219643187565,0.0,-0.002548136861193925,-299.6601892738784,-215.75533627719244,1,0.04617321895467554,117
