instrument_id,asset_class,sub_asset_class,desk,book,notional,direction,maturity,currency,geography,delta,gamma,vega,rho,cs01,dv01,theta,convexity,cross_gamma,dS,dVol,dR,dSpread,pnl_delta,pnl_gamma,pnl_vega,pnl_rho,pnl_cs01,pnl_theta,pnl_convexity,pnl_cross_gamma,pnl_funding,pnl_liquidity,pnl_total
INS-000017,Credit,Macro,EM Rates,BOOK-083,7350828.798598679,-1,2033-07-02 10:15:23.562605,JPY,LATAM,4.2953928423193615,0.13623180867856133,-0.19230876632833724,0.4512831979245963,0.444118230800438,0.3664566013569208,0.07096620485661685,0.1378497553411236,0.05147903381837887,0.0,0.0,0.0,0.007755,-0.0,0.0,-0.0,0.0,0.0034441368798573966,0.0019442795851127904,0.0,0.0,-183.77071996496696,-132.3149183747762,-316.0802499232782
INS-000018,Rates,Commod,FX Options,BOOK-043,6680643.958333091,1,2031-10-04 10:15:23.562605,CHF,US,6.713645552438686,0.0218874632720355,0.46374485500645507,0.311733353401758,0.6227323072106843,0.5979927059729531,-0.1402468811066522,0.14943099919108918,0.029391146238749062,0.00564,0.0,0.00564,0.0,0.03786496091575419,3.4811572584907025e-07,0.0,0.0017581761131859153,0.0,-0.003842380304291841,2.376670155934435e-06,0.0,-167.0160989583273,-120.25159124999561,-287.2319067268124
INS-000019,Volatility,Credit,Commodities,BOOK-052,9080788.351168867,1,2032-09-05 10:15:23.562605,CHF,APAC,6.122140365054755,-0.007618053040268438,0.19212081502296696,0.15206853998936753,0.7256172852078544,0.46238822833296545,-0.18937383985759149,0.11196736482238295,0.03652915079525736,0.0,0.141,0.0,0.0,0.0,-0.0,0.027089034918238337,0.0,0.0,-0.005188324379660041,0.0,0.0,-227.0197087792217,-163.4541903210396,-390.4519983897227
INS-000020,Equities,Commod,Cash Equities,BOOK-020,6752066.302026026,-1,2028-11-10 10:15:23.562605,JPY,LATAM,4.565173494294666,0.10940727623666562,-0.6309089624308095,0.5575148579492555,0.5769053584922711,0.19825560495966602,-0.24388021075010688,0.09039938718399237,0.014927182416319192,-0.141,0.423,0.0,0.0,0.6436894626955478,0.0010875630294305742,-0.2668744911082324,0.0,0.0,-0.006681649609591969,0.0,-0.0003984101185332951,-168.80165755065065,-121.53719343646844,-289.9680285122305
INS-000021,Credit,Commod,Volatility Trading,BOOK-100,845086.6571066795,-1,2029-01-21 10:15:23.562605,GBP,US,1.130758526542235,0.018871974629292566,0.033393950476586796,0.040200960224830884,0.04052847621716131,0.051241041015738294,-0.05459053081705369,-0.0011299871724489933,0.003164391542401346,0.0,0.0,0.0,0.007755,-0.0,0.0,0.0,0.0,0.00031429833306408593,-0.001495630981289142,-0.0,0.0,-21.12716642766699,-15.21155982792023,-36.33990758823545
INS-000022,Equities,Flow,XVA,BOOK-066,250000.0,1,2032-07-14 10:15:23.562605,USD,EMEA,0.13649954177669518,0.0031198332977705402,0.01956088635159936,-0.002183314995507803,0.016878609176011423,0.013432751168503773,-0.009943033335302668,0.0031693916129433945,0.0017470250973988359,-0.141,0.423,0.0,0.0,-0.01924643539051402,3.101270289648805e-05,0.008274254926726529,-0.0,0.0,-0.0002724118722000731,0.0,-4.662852350316104e-05,-6.25,-4.5,-10.761260208156594
INS-000023,FX,Commod,EM Rates,BOOK-034,10681055.400710123,1,2029-09-10 10:15:23.562605,CAD,LATAM,2.6833955585884097,0.3481288181882478,1.2699727850593356,-0.15796950391672848,1.1872953501139563,0.7615098577180307,-0.1954383994257895,-0.05334637325419629,0.05879610317054544,-0.0564,0.282,0.0,0.0,-0.1513435095043863,0.0005536919227520444,0.3581323253867326,-0.0,0.0,-0.005354476696596972,-0.0,-0.0004184752671138338,-267.02638501775306,-192.2589972127822,-459.08381267469383
INS-000024,Volatility,Macro,Prime Finance,BOOK-059,10575646.14469924,-1,2033-01-14 10:15:23.562605,GBP,LATAM,9.816053716459333,0.18688939952126116,0.3172032967629639,0.9696447057036109,0.31900234760556745,0.8923863098458783,-0.404369806046429,0.10992296598343611,0.06092728608074975,0.0,0.141,0.0,0.0,-0.0,0.0,0.0447256648435779,0.0,0.0,-0.011078624823189836,0.0,0.0,-264.391153617481,-190.3616306045863,-454.7191371820469
INS-000025,Commodities,Flow,G10 FX,BOOK-041,12218352.365639867,-1,2027-09-21 10:15:23.562605,CHF,LATAM,0.8888365178583386,0.18206780966557098,0.5093606355044347,-0.08356365921756856,0.835344631562312,0.6137942900230896,-0.3132906654242858,0.1419602435074127,0.06506534517027071,-0.0846,0.0,0.0,0.0,0.07519556941081544,0.0006515442223130189,0.0,-0.0,0.0,-0.008583305902035227,0.0,-0.0,-305.45880914099666,-219.93034258151758,-525.3218879147831
INS-000026,Credit,Flow,XVA,BOOK-016,7456179.379294557,1,2029-03-07 10:15:23.562605,JPY,APAC,6.654882589905062,0.19031684786640576,1.21030336785033,0.36334090724392337,0.6890933416480042,0.479312993398583,-0.12399526408714462,0.14918862092904678,0.03477679934697867,0.0,0.0,0.0,0.007755,0.0,0.0,0.0,0.0,0.0053439188644802725,-0.0033971305229354687,0.0,0.0,-186.40448448236393,-134.211228827302,-320.61376652132435
INS-000027,Equities,Macro,Equity Derivatives,BOOK-088,4268412.995005271,1,2027-03-16 10:15:23.562605,AUD,US,4.881365849893757,0.09451630559670753,0.9576917538974086,0.4551064396714519,0.3140227168047352,0.25760477471607623,-0.2799128357974224,0.1032836725790951,0.03325890274286008,-0.141,0.423,0.0,0.0,-0.6882725848350196,0.000939539335784071,0.40510361189860383,0.0,0.0,-0.007668844816367736,0.0,-0.0008876881794908504,-106.71032487513179,-76.83143391009487,-183.83254475182315
INS-000028,Commodities,Macro,XVA,BOOK-089,6451040.393372497,1,2027-01-23 10:15:23.562605,CAD,US,5.319142528150066,0.06355293334047012,-0.1648990595624623,0.3964528122194715,0.42127210707139084,0.23295021707306368,-0.23103345747131454,0.15237837750871594,0.03972004648710151,-0.0846,0.0,0.0,0.0,-0.4499994578814956,0.00022742925619353952,-0.0,0.0,0.0,-0.006329683766337384,0.0,-0.0,-161.27600983431242,-116.11872708070493,-277.85083862740896
INS-000029,Credit,Macro,Commodities,BOOK-084,7528561.288403282,1,2028-10-18 10:15:23.562605,JPY,LATAM,6.047288818575344,0.06279623864859858,1.075391806126471,0.1494501327649493,0.6003830240916755,0.6062194801106198,-0.16628965035497717,0.07003349146537988,0.04751762126720193,0.0,0.0,0.0,0.007755,0.0,0.0,0.0,0.0,0.0046559703518309434,-0.00455588083164321,0.0,0.0,-188.21403221008205,-135.51410319125907,-323.7280353118209
INS-000030,Equities,Macro,Cross-Asset Vol,BOOK-037,4982404.439287227,-1,2031-01-17 10:15:23.562605,GBP,APAC,0.40998575246755287,0.25623181409816664,0.553705387505833,0.2163447712349188,0.7658044613866776,0.3086454891678772,-0.05788748536270479,0.02847353230425585,0.01683633975174734,-0.141,0.423,0.0,0.0,0.05780799109792495,0.002547072348042825,0.23421737891496736,0.0,0.0,-0.0015859585030878025,0.0,-0.0004493659907865263,-124.56011098218067,-89.68327990717007,-213.9508537714837
INS-000031,Equities,Flow,EM Credit,BOOK-026,11621436.807434667,1,2027-08-17 10:15:23.562605,CAD,US,11.555848787677695,0.36106867717897073,1.9013444938877078,0.793141186739034,0.800133717083087,0.9687413480813883,-0.0761736196270232,0.21961321970423517,0.0947517295969571,-0.141,0.423,0.0,0.0,-1.6293746790625547,0.003589203185497558,0.8042687209145004,0.0,0.0,-0.002086948482932142,0.0,-0.002528946640237212,-290.5359201858667,-209.18586253382398,-500.54791536977643
INS-000032,FX,Macro,Securitized Products,BOOK-005,13098757.199109342,-1,2027-02-12 10:15:23.562605,USD,US,12.29583480064875,0.22066316161354288,0.7734431576796916,-0.07327844646397867,0.2356807603659415,0.8887997482685015,-0.2626345406847028,0.12120147662490838,0.10443983591575967,-0.0564,0.282,0.0,0.0,0.6934850827565895,0.0003509603452831077,0.21811097046567302,-0.0,0.0,-0.0071954668680740495,0.0,-0.000743339879267156,-327.4689299777336,-235.77762958396812,-562.3425513548815
INS-000033,Rates,Macro,Cross-Asset Vol,BOOK-074,8695701.751825444,1,2034-11-21 10:15:23.562605,USD,US,3.3895913652389313,0.23689608580851484,1.1548491908541525,0.6717609837425518,0.857908010049373,0.6232920356661246,-0.15374194992678938,0.18004996322095015,0.05492793174767519,0.00564,0.0,0.00564,0.0,0.019117295299947573,3.767784865567267e-06,0.0,0.003788731948307992,0.0,-0.004212108217172311,2.863658655036568e-06,0.0,-217.39254379563613,-156.522631532858,-373.8964747780195
INS-000034,Credit,Commod,EM Rates,BOOK-033,7472840.63325451,-1,2031-04-21 10:15:23.562605,USD,LATAM,10.982159541034973,0.16901981836078775,0.5032668272120007,0.6675672511399068,0.6313299964163664,0.4639447355467027,-0.17874230890549186,0.19720298353790924,0.017708196207881607,0.0,0.0,0.0,0.007755,-0.0,0.0,0.0,0.0,0.004895964122208922,-0.004897049559054571,0.0,0.0,-186.82101583136276,-134.51113139858117,-321.3321483153808
INS-000035,Volatility,Macro,EM Credit,BOOK-090,4262582.553813919,-1,2033-04-15 10:15:23.562605,GBP,LATAM,1.5839515070498271,0.16347682831627836,0.39243089524322583,0.35465716565937333,0.5767929224098064,0.27781214942231297,-0.08127341068083563,0.0907873879784286,0.029465369552730773,0.0,0.141,0.0,0.0,-0.0,0.0,0.05533275622929484,0.0,0.0,-0.0022266687857763184,0.0,0.0,-106.56456384534799,-76.72648596865055,-183.23794372655502
INS-000036,Rates,Macro,EM FX,BOOK-087,11366084.740390128,1,2033-05-23 10:15:23.562605,JPY,LATAM,2.4124329980629757,0.2527818118345212,1.1368600527402157,0.6025279101511752,1.4570597223376998,0.2772674109497661,-0.2686556073646591,0.11304291754591039,0.04234862715294932,0.00564,0.0,0.00564,0.0,0.013606122109075183,4.020444160865693e-06,0.0,0.0033982574132526283,0.0,-0.007360427599031756,1.7979249949841958e-06,0.0,-284.1521185097532,-204.58952532702224,-488.731994066483
INS-000037,Volatility,Macro,Rates Exotics,BOOK-013,7690767.027122616,-1,2027-03-15 10:15:23.562605,GBP,US,1.2776654383329884,0.18187463660588069,0.7709104329016762,-0.0686596792158349,0.4838175772576358,0.5089528217371964,0.3434369551407218,0.07795843237452364,0.06245412568232071,0.0,0.141,0.0,0.0,-0.0,0.0,0.10869837103913632,-0.0,0.0,0.009409231647691007,0.0,0.0,-192.2691756780654,-138.43380648820707,-330.5848745635857
INS-000038,Commodities,Macro,Structured Solutions,BOOK-092,6777089.003973469,-1,2032-05-05 10:15:23.562605,EUR,APAC,5.483273705828844,0.2661559308995771,0.45357594073896434,0.2715464576697756,0.5372019700891222,0.21862776659498492,-0.19887630281832716,0.03660128785400814,0.003185698627176338,-0.0846,0.0,0.0,0.0,0.46388495551312015,0.0009524602911986085,0.0,0.0,0.0,-0.0054486658306391,0.0,-0.0,-169.4272250993367,-121.98760207152243,-290.95543842088546
INS-000039,FX,Options,Municipal,BOOK-015,8702935.221686345,-1,2034-09-22 10:15:23.562605,GBP,LATAM,7.991513238504204,0.055584727939638465,0.07862264256184409,0.5651266734722983,1.292291536952002,0.7087771928178712,-0.3321876379227484,0.18391774306468914,0.059209430943331504,-0.0564,0.282,0.0,0.0,0.4507213466516371,8.840639809343618e-05,0.02217158520244003,0.0,0.0,-0.00910103117596571,0.0,-0.00042141708537720573,-217.57338054215865,-156.65283399035417,-373.762755642522
INS-000040,Credit,Commod,Securitized Products,BOOK-050,6035721.1775270365,1,2030-08-21 10:15:23.562605,JPY,APAC,5.760135392559429,0.19813234295537838,0.9609274966372162,0.3755604732121298,0.3566802690084351,0.5921944727182018,-0.09968338948451995,0.012076773055255239,0.030153560916204546,0.0,0.0,0.0,0.007755,0.0,0.0,0.0,0.0,0.002766055486160414,-0.0027310517666991763,0.0,0.0,-150.89302943817592,-108.64298119548664,-259.5359756299431
INS-000041,Rates,Credit,Structured Solutions,BOOK-048,7867187.932804546,1,2034-09-27 10:15:23.562605,GBP,LATAM,5.364824323873802,0.034673201606693384,1.4948145174388692,0.8812958748960298,0.3095167832667347,0.4427421098306916,-0.35576905134835973,0.10111283972073624,0.03594044957711283,0.00564,0.0,0.00564,0.0,0.030257609186648243,5.514703369141369e-07,0.0,0.004970508734413608,0.0,-0.009747097297215335,1.608179493190366e-06,0.0,-196.6796983201137,-141.60938279048182,-338.2635979303218
INS-000042,Commodities,Options,Volatility Trading,BOOK-096,3893832.8728858503,-1,2035-07-28 10:15:23.562605,CHF,APAC,2.007519047786916,0.1207232527785379,0.053874640786011695,0.11615208103492569,0.41651491371189386,0.21201959488658348,-0.06816227622507118,0.02046364922442868,0.028582216573691553,-0.0846,0.0,0.0,0.0,0.16983611144277308,0.00043201781792822014,0.0,0.0,0.0,-0.0018674596226046897,0.0,-0.0,-97.34582182214626,-70.0889917119453,-167.26641286445346
INS-000043,Commodities,Macro,EM Rates,BOOK-066,10217717.973131085,1,2031-08-12 10:15:23.562605,JPY,US,11.188070164350524,0.017562252927520304,0.09019747164897289,0.7590733866408412,0.8402513462262904,0.5769139146228508,-0.43822226885380966,0.17173737900096098,0.022986401159575186,-0.0846,0.0,0.0,0.0,-0.9465107359040543,6.28479270813656e-05,0.0,0.0,0.0,-0.01200608955763862,0.0,-0.0,-255.44294932827714,-183.9189235163595,-440.3203268221713
INS-000044,Equities,Credit,EM Credit,BOOK-088,7238972.397160817,-1,2027-03-16 10:15:23.562605,CNY,EMEA,3.517019374633175,0.11971828992635464,1.6734040158065548,0.19345501096289253,0.9382508242407627,0.40990688942997006,-0.4785168011853692,0.09476226319695187,0.034960508309638455,-0.141,0.423,0.0,0.0,0.4958997318232776,0.001190059661012928,0.7078498986861727,0.0,0.0,-0.013110049347544362,0.0,-0.0009331044447075153,-180.97430992902042,-130.30150314889468,-310.0849165415369
INS-000045,Rates,Macro,Municipal,BOOK-060,10397002.15158503,-1,2032-04-25 10:15:23.562605,CNY,EMEA,3.9150527926417875,0.1951769364547054,0.09174012347236411,-0.6902795849098672,1.0763622459703615,0.8298879235102209,-0.437118139739279,0.21984546998819868,0.05339505712989317,0.00564,0.0,0.00564,0.0,-0.022080897750499682,3.104250138924799e-06,0.0,-0.003893176858891651,0.0,-0.011975839444911752,3.4965982310683024e-06,0.0,-259.92505378962574,-187.1460387285305,-447.1090358313621
INS-000046,Volatility,Credit,G10 FX,BOOK-083,6997159.5553959515,1,2034-12-01 10:15:23.562605,CAD,US,9.029557903840928,0.16299206412102832,0.8048154309382112,0.8625451589344921,0.727505183659322,0.3588477869474977,-0.08928770139067739,0.1289000400697087,0.042361666473413606,0.0,0.141,0.0,0.0,0.0,0.0,0.11347897576228777,0.0,0.0,-0.002446238394265134,0.0,0.0,-174.92898888489879,-125.94887199712713,-300.7668281446579
INS-000047,Equities,Options,EM Rates,BOOK-086,7159500.728040054,1,2031-12-09 10:15:23.562605,CHF,APAC,6.17256375207181,0.15122500080860432,0.04117176195146677,0.23673302570095853,0.43468673452255496,0.5464789595645567,-0.20267770985747263,0.07113914941439596,0.03601221376167483,-0.141,0.423,0.0,0.0,-0.8703314890421252,0.001503252120537931,0.017415655305470443,0.0,0.0,-0.00555281396869788,0.0,-0.0009611747182609382,-178.98751820100136,-128.87101310472096,-308.7164578760254
INS-000048,Volatility,Commod,HY Credit,BOOK-086,4469206.429270106,-1,2034-02-15 10:15:23.562605,USD,LATAM,4.312567284102078,0.07408476320605704,0.9040714769812556,0.08442721971040375,0.4727521049934447,0.24262639117720597,-0.08259185216379222,0.06034494542028243,0.028064135863727722,0.0,0.141,0.0,0.0,-0.0,0.0,0.12747407825435703,0.0,0.0,-0.002262790470240883,0.0,0.0,-111.73016073175266,-80.4457157268619,-192.05066517083046
INS-000049,Commodities,Flow,Municipal,BOOK-042,9399392.432545358,1,2031-07-02 10:15:23.562605,CHF,US,9.578396780161325,-0.006538302998986787,0.0,0.49950841187311407,0.8697691237920926,0.4781456774338753,-0.37632246936664165,0.09071561947000531,0.06379163421617033,-0.0846,0.0,0.0,0.0,-0.8103323676016481,-2.3397840346114133e-05,0.0,0.0,0.0,-0.010310204640181963,0.0,-0.0,-234.98481081363397,-169.18906378581642,-404.99454056953255
INS-000050,Commodities,Credit,Volatility Trading,BOOK-039,5310400.114942271,1,2030-05-10 10:15:23.562605,JPY,EMEA,3.185555090280046,0.18663752510823142,0.03608512478438834,0.136760361035714,0.40089416800295175,0.30959916205254856,-0.13291464429909897,0.13237607669130602,0.0151952858188555,-0.0846,0.0,0.0,0.0,-0.2694979606376919,0.0006678973146018147,0.0,0.0,0.0,-0.003641497104084903,0.0,-0.0,-132.7600028735568,-95.58720206896086,-228.61967650294483
INS-000051,Commodities,Options,XVA,BOOK-099,6283944.067001929,-1,2035-07-26 10:15:23.562605,GBP,APAC,3.8551877135604977,0.10719602634493043,1.220442946887958,0.6174031754153195,0.7252625249900152,0.3343740698328893,-0.3272782391140445,0.097110620355065,0.04442620594779749,-0.0846,0.0,0.0,0.0,0.3261488805672181,0.0003836095559574411,0.0,0.0,0.0,-0.008966527099014918,0.0,-0.0,-157.09860167504823,-113.1109932060347,-269.89202891805877
INS-000052,FX,Options,Commodities,BOOK-076,7502617.965206342,1,2027-09-17 10:15:23.562605,AUD,EMEA,7.6842082474077245,0.1586748759030848,1.6002506434327541,0.27454031232728454,0.7732686058057299,0.5406186329018533,-0.4398146465710814,0.13860322946128928,0.054887859798142764,-0.0564,0.282,0.0,0.0,-0.4333893451537956,0.0002523692166263383,0.4512706814480366,0.0,0.0,-0.012049716344413187,0.0,-0.0003906587435515817,-187.56544913015856,-135.04712337371413,-322.6068791734498
INS-000053,Equities,Commod,FX Options,BOOK-092,7803060.4592233915,1,2030-08-19 10:15:23.562605,USD,US,4.556964458038198,0.0750330945887925,0.8878168332736478,0.25895362799978017,0.8145784773888425,0.5672321399179235,-0.25699210305647935,0.1939497088877675,0.035797682585344416,-0.141,0.423,0.0,0.0,-0.6425319885833859,0.0007458664767598916,0.375546520474753,0.0,0.0,-0.007040879535793954,0.0,-0.0009554488291408692,-195.07651148058477,-140.45508826602102,-335.8058356766026
INS-000054,Equities,Credit,G10 FX,BOOK-058,3234757.6494556023,1,2027-09-28 10:15:23.562605,GBP,US,2.968237045273584,0.09264691095944691,0.5848619197600664,0.30281258369508374,0.2484412603646992,0.27290366948493633,-0.1332168504260141,0.04618863861220895,0.017625937851661826,-0.141,0.423,0.0,0.0,-0.4185214233835753,0.0009209566183923818,0.24739659205850809,0.0,0.0,-0.0036497767240003865,0.0,-0.0004704405555507831,-80.86894123639006,-58.225637690200834,-139.2689030185771
INS-000055,Equities,Options,Cross-Asset Vol,BOOK-093,6922985.3362799585,1,2032-09-07 10:15:23.562605,AUD,US,5.321623758434987,0.04917022298002157,0.6806444377634183,0.5200241705355184,0.9571485304453042,0.4905172275285966,-0.031293657624093384,0.06938312457596398,0.033693165301139,-0.141,0.423,0.0,0.0,-0.750348949939333,0.0004887766015329043,0.2879125971739259,0.0,0.0,-0.0008573604828518734,0.0,-0.0008992787524799854,-173.074633406999,-124.61373605303923,-298.15207367543746
INS-000056,Rates,Options,G10 FX,BOOK-072,9488075.546609282,1,2035-05-01 10:15:23.562605,CNY,LATAM,3.624492009374282,0.16887971119047152,0.6044514631739518,0.6978562889391844,0.5384999095810948,0.6591607585994571,-0.2230821723419949,0.09994628769267834,0.0707779277272258,0.00564,0.0,0.00564,0.0,0.02044213493287095,2.6859980305422117e-06,0.0,0.003935909469617,0.0,-0.006111840338136846,1.5896257164945104e-06,0.0,-237.20188866523208,-170.78535983896705,-407.96897802451105
